Genbank Accession,Official Symbol,Z-Score,P-value,FDR,Q-value,Fold-change Mutant/Control,Endstage Mean,Endstage STD,Con D130 Mean,Con D130 STD
NM_026032,Lsm1,-0.5052562,0.626257806,0.825016508,0.42596794,0.888077786,0.231721844,0.088378766,0.260925167,0.121807916
NM_021308,Piwil2,-0.211104307,0.838631473,0.930522725,0.489811642,0.888226474,0.051863733,0.039449933,0.058390213,0.068536314
NM_147076,Olfr619,-0.117992589,0.909645731,0.961952297,0.514266704,0.888311779,0.111823144,0.12766449,0.125882767,0.272625407
NM_007379,Abca2,-0.827184564,0.424824407,0.693719512,0.352179174,0.888348698,0.711219667,0.287146216,0.800608667,0.122876097
NM_009949,Cpt2,-0.443751446,0.668387703,0.846276899,0.442257267,0.888446643,0.323737667,0.139420278,0.364386167,0.193356751
NM_032002,Nrg4,-0.255640637,0.804100782,0.914714583,0.4793018,0.888468165,0.174368867,0.135802992,0.196257867,0.178027955
NM_001166507,,-0.577904607,0.575292803,0.793850963,0.42444654,0.888491453,5.663422222,2.303034789,6.3742,2.353778674
NM_009714,Asgr1,-0.104346396,0.920078153,0.966072762,0.516416156,0.888580152,0.020581738,0.02601577,0.0231625,0.056736306
NM_026383,Pnrc2,-0.625130349,0.549230401,0.778222827,0.40060578,0.888698659,6.289496667,1.823674076,7.077198333,2.703574272
NM_009716,Atf4,-0.399681959,0.698702963,0.862381062,0.457397345,0.888770173,84.87525556,43.04372478,95.49741667,54.79688027
NM_001034882,EG432879,-0.310536803,0.76364269,0.893764743,0.472375526,0.888802988,0.083119256,0.051287677,0.0935182,0.07053124
NM_177262,Pkn1,-0.913739228,0.378060349,0.656727186,0.334205636,0.888852571,2.73746,0.813831146,3.079768333,0.63285851
NM_001013769,Rsl1,-0.406883991,0.692149093,0.859054202,0.451423015,0.888898416,0.687658333,0.394213591,0.773607333,0.405121965
NM_172310,Tm2d3,-0.229446316,0.826480555,0.923774086,0.48387146,0.888908252,0.209809,0.089457384,0.236029983,0.270228757
NM_173431,Rpgrip1l,-0.821807951,0.433846265,0.700124067,0.371548174,0.888933104,0.488467556,0.112814025,0.549498667,0.156864837
NM_144809,,-0.801801794,0.449981514,0.714005487,0.360785967,0.888966254,1.420998333,0.254599528,1.598484,0.500783033
NR_028126,,-0.232023693,0.82048036,0.921853703,0.48387146,0.888973813,1.682611111,1.849511143,1.892756667,1.625230269
NM_009537,Yy1,-0.746854042,0.482385414,0.735690114,0.37476241,0.889027587,2.119981111,0.349435512,2.384606667,0.819666909
NM_172816,Slc30a8,-0.150944276,0.883316674,0.951423068,0.504321697,0.889050431,0.044394956,0.059933633,0.04993525,0.075422227
NM_172257,Sidt2,-0.56083884,0.592988983,0.805099163,0.416568092,0.889102157,1.818895556,0.467309657,2.045766667,0.914460545
NM_144851,Senp1,-0.674662322,0.511717257,0.754810886,0.388369451,0.889206412,4.674667778,2.012698939,5.257123333,1.330933459
NM_181417,Csrp2bp,-0.421432084,0.687448274,0.856493832,0.445855529,0.889231578,1.563453333,0.466959758,1.758207167,1.065825182
NM_133358,Zfp617,-0.640315363,0.534876492,0.769784435,0.407815966,0.889265877,0.727667444,0.274724135,0.818278833,0.264264778
NM_001167883,,-0.541735662,0.597536054,0.807334149,0.424937127,0.889336208,0.475829556,0.235666646,0.535039,0.186138697
NM_019786,Tbk1,-1.163785007,0.27301018,0.564270112,0.274848652,0.889354638,4.080704444,0.738036065,4.588388333,0.88242562
NM_001030014,Mcat,-0.32911108,0.751352369,0.888521638,0.466575127,0.88950584,0.266525956,0.129235361,0.299633733,0.222676263
NM_028521,Phospho2,-0.522875001,0.616407945,0.819685821,0.425587058,0.889960385,1.321356667,0.408824868,1.4847365,0.688751694
NM_001034867,Acy1l2,-0.19617923,0.84963721,0.935471277,0.499022208,0.889963347,0.145644771,0.124063002,0.16365255,0.200733842
NM_001081055,Tmem1,-0.369585271,0.722004643,0.874162576,0.459351351,0.89001527,4.968903333,2.195376793,5.582941667,3.653612648
NM_021446,0610007P14Rik,-0.588438625,0.567673216,0.788168114,0.411550466,0.890073419,1.890754778,0.785897033,2.124268333,0.730148042
NM_207573,Olfr1380,-0.187337204,0.856217577,0.939203363,0.497748494,0.890082132,0.040142378,0.036715865,0.045099633,0.057468402
NM_027230,Prkcbp1,-0.694354722,0.502466975,0.748656578,0.383058121,0.890106062,2.978244444,0.980343376,3.345943333,1.020712699
NM_008540,Smad4,-0.853738402,0.415618661,0.686749028,0.360820474,0.890181299,2.151022222,0.498333709,2.416386667,0.6435221
NM_023852,Rab3c,-0.300460476,0.772664543,0.899393301,0.472612886,0.890215758,0.190097489,0.093226948,0.213540917,0.175308942
NM_001110163,Pde4dip,-0.28828544,0.777839347,0.902585527,0.475226878,0.890352497,0.204510556,0.22067724,0.229696167,0.115449585
NM_028999,,-0.447481871,0.662484953,0.844223895,0.440447396,0.8904161,3.369094111,1.918727429,3.78373,1.642303832
NM_146191,Lrrk1,-0.963047331,0.353170639,0.636540349,0.32488661,0.89043647,0.654391111,0.191596064,0.7349105,0.132174321
NM_001159641,,-0.331906538,0.745969097,0.886597859,0.465491461,0.890447676,0.599764,0.439768458,0.673553333,0.409420565
NR_003964,,-0.208283582,0.839753221,0.931299648,0.489328527,0.89045085,0.058583622,0.054806502,0.065790967,0.071985544
NM_001122641,,-0.223983509,0.829893804,0.925693617,0.485574746,0.890572857,1.750114667,0.960311303,1.965156083,2.217135223
NR_033559,,-0.115774777,0.912215395,0.962851395,0.510785449,0.890585182,0.073545356,0.027869269,0.082580933,0.189809935
NM_001039124,Kncn,-0.164798321,0.871948802,0.945302702,0.504387918,0.890600567,0.0539367,0.080348797,0.060562167,0.073443638
NM_183165,Pyroxd1,-0.630325864,0.539697931,0.772306698,0.401787659,0.890686859,1.230351778,0.599488727,1.381351667,0.323633063
NM_001081214,Pprc1,-0.339060747,0.747721442,0.887257399,0.470045732,0.890733409,1.086238556,0.181742203,1.219487833,0.951131773
NM_001081324,Neto2,-0.146750369,0.888470104,0.953741084,0.50547724,0.890742001,0.043714774,0.025927327,0.049076808,0.086960955
NM_178149,Pik3ip1,-0.225860266,0.828350633,0.924906477,0.485759627,0.890771355,0.300926778,0.170776559,0.337827183,0.375112599
NM_145742,Dhx35,-0.661327704,0.523029751,0.761634303,0.392482519,0.890796319,0.364945444,0.122060134,0.4096845,0.132389479
NM_001163239,,-0.210224463,0.837152072,0.929936924,0.488587204,0.89081687,0.526031222,0.612847406,0.590504333,0.560315584
NM_177239,Mysm1,-0.948158401,0.36362266,0.645450929,0.330858686,0.890946874,2.970164444,0.728400636,3.333716667,0.726910576
NM_007906,Eef1a2,-0.202566942,0.843135109,0.932992095,0.496730198,0.891227643,0.336648022,0.391896058,0.377735167,0.380075801
NM_177857,Dennd2c,-0.89260668,0.388524197,0.667203981,0.341479234,0.891229521,0.985785111,0.33199205,1.106095667,0.188477724
NM_001164367,,-0.849584238,0.414933008,0.686510747,0.351083846,0.891250767,0.956214778,0.248642164,1.072890833,0.268229443
NM_008357,Il15,-0.408390965,0.691010575,0.858540513,0.452034371,0.891284488,0.252415778,0.141644492,0.2832045,0.14396789
NM_016758,Rgs14,-0.311901139,0.760569455,0.892504688,0.473664781,0.891430987,0.141222889,0.112013267,0.158422683,0.099404181
NM_146887,Olfr1301,-0.130318636,0.899264511,0.958227636,0.508286887,0.891438151,0.045163733,0.06648263,0.0506639,0.087984159
NM_028776,Scyl3,-0.66977643,0.514733193,0.756446658,0.388207581,0.891595193,1.187329889,0.513603848,1.331691667,0.320746929
NM_133724,Cno,-0.371607583,0.71627,0.871513763,0.457340161,0.891668653,1.684893222,1.228436988,1.889595667,0.902562389
NM_011049,Pctk1,-1.018794902,0.327636897,0.61331627,0.315290293,0.891732915,2.104125556,0.54068357,2.359591667,0.427048719
NM_001177670,,-0.495931043,0.633766766,0.828698301,0.427177225,0.891753448,2.12571,0.719478219,2.383741833,1.130999366
NM_133798,Exdl2,-0.54098084,0.59819989,0.807950887,0.421723929,0.891779434,0.791560667,0.375661166,0.887619333,0.308371129
NM_001001182,Baz2b,-0.814298595,0.430762999,0.697870674,0.359700595,0.891781866,6.747642222,2.162869196,7.566471667,1.717057466
NM_175554,Clspn,-0.363929201,0.728302616,0.877103491,0.459685824,0.891792054,0.672802111,0.205755241,0.754438333,0.523154387
NM_001025947,Dnm1l,-0.596609813,0.561060735,0.784508483,0.406855823,0.89182922,2.103651222,1.033089877,2.358805,0.621214601
NM_178724,D230010M03Rik,-0.31019272,0.762626081,0.89331285,0.471441426,0.891851528,0.387663333,0.274202848,0.4346725,0.296102089
NM_138628,Txlnb,-0.185435908,0.85749223,0.939885385,0.497485588,0.891898635,0.106737022,0.100786701,0.119673938,0.149769384
NM_177608,3110001I20Rik,-1.09858819,0.296187168,0.585202408,0.292628709,0.891962728,4.668868889,0.95969258,5.234376667,0.987852349
NM_181545,Slfn8,-0.550589488,0.601501938,0.808766085,0.41979086,0.891991303,1.296438,0.266994079,1.45342,0.663493558
NM_020608,,-0.738342766,0.474790938,0.728994874,0.374462576,0.892138994,2.385466667,0.792171702,2.673873333,0.705064674
NM_026407,Tmem39a,-0.768476059,0.458090461,0.719392679,0.369195387,0.892165188,6.012881111,1.84065516,6.73965,1.762874913
NM_145990,Cdk5rap2,-1.003617368,0.333918369,0.618801163,0.317084881,0.892199893,1.059656444,0.30573734,1.1876895,0.187963217
NM_012024,Ppp2r5e,-0.60865638,0.55714479,0.783139054,0.405940613,0.892228977,1.574092667,0.52630048,1.764225,0.633109534
NM_172550,A130042E20Rik,-0.25560187,0.803886807,0.914714583,0.47938004,0.892397592,0.06146848,0.047820426,0.06888015,0.059332989
NM_011307,Uimc1,-0.581750309,0.572941437,0.791603926,0.41943016,0.892426853,2.000978667,0.768410217,2.242176667,0.798598613
NM_001033759,Tmem2,-0.304698497,0.770427948,0.898024395,0.472776159,0.892533217,0.435123778,0.173293916,0.4875155,0.396701744
NM_020330,Adam21,-0.19982751,0.844785814,0.933890403,0.490893365,0.892544268,0.099824189,0.132269973,0.111842283,0.100195029
NM_001001490,Oxgr1,-0.119144789,0.908478308,0.961400608,0.510588968,0.892611709,0.024877222,0.031017285,0.02787015,0.056077911
NM_009411,Tpbpa,-0.12902445,0.901650535,0.958758636,0.510236265,0.892709136,0.078442367,0.061452501,0.087870017,0.17180399
NM_016684,Zscan12,-0.604069467,0.559992405,0.784184368,0.405492004,0.892806215,0.736991889,0.247895931,0.825478,0.296270056
NM_139141,Zfp192,-0.938356815,0.370835758,0.650768528,0.329750449,0.892901319,1.315974333,0.290624194,1.473818333,0.336846845
NM_172545,Ehmt1,-0.241999887,0.814723593,0.919107289,0.482489049,0.892901476,0.554194778,0.406300338,0.620667333,0.585356017
NM_001012400,AU022252,-0.46455959,0.650137037,0.838061791,0.436598673,0.89298599,0.209105767,0.134957464,0.234164667,0.072907964
NM_001039371,,-0.200579953,0.847093503,0.934386881,0.491872314,0.892997106,0.084041922,0.055158551,0.0941122,0.114435248
NR_028114,,-0.233710941,0.819241602,0.921308853,0.48387146,0.893035127,0.182927589,0.247778772,0.204838067,0.108651734
NM_001177659,,-0.129275941,0.899123298,0.958227636,0.510344483,0.893040721,0.29014,0.619515347,0.32489,0.421509324
NM_008031,Fmr1,-0.874836788,0.400266456,0.675740835,0.342604617,0.893124924,2.507744444,0.931466334,2.807831667,0.357155377
NM_007434,Akt2,-0.287613698,0.778591552,0.90266117,0.474690706,0.893206365,3.048293,2.598319094,3.412753333,2.265774837
NM_207669,Gabpb1,-0.572457271,0.578278523,0.796006888,0.419389217,0.893272928,4.546845556,1.851938294,5.090096667,1.765485794
NM_023044,Slc15a3,-0.231151231,0.825138827,0.923304755,0.487852493,0.893284867,36.78838889,15.41955,41.18326667,44.83810996
NM_010162,Ext1,-0.909820318,0.383064954,0.661943376,0.344086224,0.893389097,3.905216667,0.955013889,4.371238333,0.982923053
NM_173450,Rpusd2,-0.430964033,0.677282477,0.851170748,0.448023922,0.893612152,0.284197111,0.119676274,0.318031833,0.165632333
NM_183091,Nfkbil2,-0.344412491,0.739178415,0.883133948,0.466476853,0.894047204,0.140127922,0.071541363,0.156734367,0.102649928
NM_146217,Aars,-0.417687339,0.686429891,0.856114745,0.447509123,0.8941176,3.452837778,1.515773913,3.861726667,2.053818997
NM_144954,Ppil2,-0.544639878,0.601108359,0.808422114,0.41955985,0.894118715,1.306428,0.401440765,1.461134833,0.613744
NM_001110251,,-0.215148889,0.835501579,0.929030544,0.488587204,0.894173703,0.212969911,0.152672041,0.2381751,0.258474006
NM_028421,,-0.673146581,0.518267314,0.758564621,0.38841158,0.894278875,0.948516889,0.262237716,1.06065,0.347345191
NM_001002764,Smg6,-0.865217489,0.402885378,0.677829125,0.343569195,0.894458341,2.722421111,0.825739263,3.043653333,0.610327769
NM_001081379,Ankrd11,-0.624132244,0.545834734,0.776513869,0.40060578,0.894470934,8.977101111,3.13517077,10.03621333,3.274855521
NM_009568,Zfp94,-0.32607675,0.74962117,0.887714284,0.466878709,0.894514802,0.195815567,0.159044475,0.218907017,0.115004357
NM_153416,Aaas,-0.516299168,0.616714741,0.819800384,0.423680121,0.89452938,1.137048222,0.465522656,1.271113333,0.509983314
NM_007483,Rhob,-0.624698624,0.543637387,0.775264691,0.400642974,0.894577437,75.19385556,29.91794975,84.05516667,24.70935617
NM_144530,Zc3h11a,-1.214413827,0.248000736,0.539299047,0.272492281,0.894578094,4.556445556,0.912107283,5.093401667,0.786362856
NM_181413,Anks1,-0.357906741,0.728017783,0.876895985,0.462913915,0.894630532,0.459617778,0.263081986,0.5137515,0.301860259
NM_001081422,A230054D04Rik,-0.715383417,0.488719164,0.739412501,0.378371393,0.894638253,8.176255556,2.665003663,9.139175,2.477048261
NM_026409,Ddx55,-0.090646795,0.929879847,0.96966621,0.522182722,0.894642707,0.189020111,0.375468441,0.21128,0.517528193
NM_172644,Dars2,-0.254706745,0.807643915,0.916293981,0.47938004,0.894698726,0.424439111,0.165192663,0.474393333,0.461081778
NM_029825,Scfd1,-0.593239862,0.565918231,0.786853031,0.416568092,0.894758285,3.48833,1.247680318,3.898628333,1.353606344
NM_130796,Snag1,-0.754496762,0.47231944,0.727237548,0.375897677,0.894783191,6.969694444,1.553711191,7.789255,2.338822171
NM_001081378,C330002I19Rik,-1.522142972,0.152314,0.423560453,0.210352361,0.894836296,8.23508,1.570935872,9.20289,0.883391977
NM_001190381,,-0.228465077,0.823444274,0.923065454,0.48387146,0.894864745,0.196683978,0.195057858,0.21979185,0.18977779
NM_022801,Mark3,-0.38161002,0.712078504,0.868775911,0.457496113,0.894938208,2.503544889,1.185826754,2.79745,1.619112994
NM_172561,Spag7,-0.155824124,0.878768597,0.949468196,0.504321697,0.895028176,2.837176667,4.40454502,3.16993,3.79833163
NM_146151,Tesk2,-0.625443693,0.545745026,0.776513869,0.40060578,0.895029097,0.960485111,0.318066445,1.073132833,0.356637413
NM_175229,Srrm2,-0.838126282,0.421925467,0.691662206,0.349869973,0.895147962,18.54494444,4.517272341,20.71718333,5.167214608
NM_146470,Olfr1392,-0.122986781,0.904549019,0.959913912,0.510522943,0.895154162,0.095274689,0.161078833,0.106433833,0.179161678
NM_026220,Mfap1a,-0.692507852,0.504134471,0.749907547,0.383212923,0.895301878,6.430583333,1.950084984,7.182586667,2.130732812
NM_001177320,,-0.496445562,0.628067058,0.826228163,0.427177225,0.89539389,1.543038111,0.800168241,1.7233065,0.603558248
NR_023846,,-0.192860064,0.850901455,0.936400168,0.495443284,0.895648359,1.772026544,3.008585467,1.978484667,0.917346903
NM_172656,Als2cr2,-0.427674359,0.679378048,0.851841034,0.444119063,0.895740246,0.480931,0.203410909,0.536909,0.274240887
NM_010147,Epn1,-0.270722856,0.79339788,0.909632573,0.478239948,0.895827461,4.438505556,2.774211319,4.954643333,4.083872478
NM_001040026,Sco1,-0.727516714,0.488419371,0.739373095,0.376391197,0.895854485,0.249563111,0.055106619,0.2785755,0.086702655
NM_001033525,Kcnk6,-0.496838389,0.627609579,0.825888038,0.427116735,0.895855435,4.576991111,2.556165981,5.109073333,1.589162212
NM_029736,Slc10a7,-0.573590964,0.584051503,0.800003751,0.417650354,0.895961388,1.890805556,0.472050183,2.110365,0.854734629
NM_008538,Marcks,-0.671165334,0.514562362,0.756338245,0.388429505,0.896242585,45.09248889,20.0038926,50.31281667,9.808861009
NM_019965,Dnajb12,-0.480720182,0.645988781,0.83626042,0.436216129,0.89639176,0.6899,0.189136935,0.769641167,0.375826609
NM_008217,Has3,-0.215582141,0.835476701,0.929030544,0.486878222,0.89644893,0.116825389,0.075967252,0.130320183,0.140224658
NM_001164641,,-0.211178925,0.837138973,0.929936924,0.490656186,0.896470756,0.063394378,0.059647725,0.0707155,0.069564819
NM_175654,Hist1h4d,-0.33939093,0.73977132,0.883338647,0.463906598,0.896561199,6.56921,5.082555196,7.327118333,3.563702593
NM_001162950,,-0.16991249,0.867702905,0.943679185,0.505277248,0.896640131,0.178148944,0.278007994,0.198685,0.19005498
NM_146266,Olfr772,-0.236195539,0.818076343,0.920686448,0.484597961,0.896666381,0.07947728,0.0683797,0.0886364,0.076844464
NM_008095,Gbas,-0.622853798,0.548198136,0.777912833,0.40060578,0.896918654,1.861198889,0.577402344,2.075103333,0.696697845
NM_010435,Hira,-0.393199363,0.709590853,0.867997605,0.453942615,0.896947654,0.823119444,0.115790476,0.9176895,0.58150183
NM_007696,Ovgp1,-0.208396211,0.838489985,0.930494618,0.488509477,0.896993605,0.077128533,0.112207536,0.0859856,0.049440569
NM_007517,Aup1,-0.354812704,0.734447942,0.880286947,0.463032098,0.89717319,3.224793333,1.02511971,3.594393333,2.410385312
NM_007705,Cirbp,-0.303510277,0.767782444,0.896416424,0.471979535,0.897195481,1.157127667,0.76781275,1.289716333,0.867183227
NM_027481,Sf4,-0.48525625,0.643473296,0.83480657,0.435248101,0.897307117,3.234325556,0.816090657,3.60448,1.745622763
NM_177698,Psd3,-0.403188824,0.693929871,0.859717829,0.45289952,0.897394872,0.086346422,0.05042286,0.096218983,0.043617275
NM_178641,Inpp5f,-0.747557865,0.468793302,0.725103574,0.373044703,0.897412264,1.477979667,0.478561729,1.646935,0.392175264
NM_011365,Itsn2,-0.713709974,0.488072016,0.7392813,0.383212923,0.897412439,18.08154444,6.644061171,20.14853333,4.571213501
NM_053145,Pcdhb20,-0.218445142,0.831576621,0.926384677,0.485759627,0.897442297,0.102916469,0.093593734,0.114677533,0.107482791
NM_026058,Lass4,-0.44140644,0.666637216,0.84561753,0.44289129,0.897566064,1.101309222,0.598706771,1.226995167,0.49748739
NM_027007,Zfp397,-0.771584215,0.456478675,0.718462952,0.371859949,0.897589458,0.909150111,0.259456359,1.012879667,0.25211431
NM_178801,6030446N20Rik,-0.470434631,0.648358876,0.837362143,0.434339335,0.897741147,0.509435333,0.214596197,0.5674635,0.246151354
NM_016966,Phgdh,-0.367730458,0.719042635,0.872763199,0.45784927,0.897762935,0.101761144,0.071380157,0.113349683,0.050615411
NM_001160208,,-0.503375861,0.62376881,0.823501644,0.430750254,0.897800043,0.998654111,0.587258117,1.112334667,0.275857842
NM_001004185,Whdc1,-0.36281584,0.726990618,0.876336049,0.462206023,0.897991866,0.630390889,0.256031216,0.702000667,0.435928323
NM_133907,Ube3c,-0.594955638,0.569100631,0.788814775,0.410962662,0.898184263,1.266794444,0.329429444,1.410394833,0.526486425
NM_013655,Cxcl12,-0.092215455,0.929039335,0.969434304,0.518413591,0.898230573,0.020196714,0.031490993,0.022485,0.055076777
NM_016691,Clcn5,-0.600727325,0.559122577,0.783904947,0.408295353,0.898234099,0.840461778,0.41167494,0.935682333,0.194334839
NM_024458,Pdc,-0.182453334,0.858048054,0.939885385,0.497660378,0.898324181,0.033739933,0.048300771,0.03755875,0.032759333
NM_018852,Scn9a,-0.154521962,0.879982635,0.95008863,0.507273426,0.898359602,0.029860784,0.042073375,0.033239233,0.041086028
NM_001172062,,-0.092447976,0.927768307,0.969157084,0.518578978,0.898426061,0.668803333,2.00641,0.744416667,1.153251605
NM_007457,Ap1s1,-0.303319568,0.770189582,0.897853589,0.473664781,0.898510335,0.674898667,0.320540186,0.751130667,0.557216545
NM_001024922,Ddx49,-0.436127394,0.673464461,0.849365367,0.442058387,0.89877817,0.367824667,0.147647527,0.409249667,0.198993069
NM_008779,Cntn3,-0.258260636,0.802271112,0.914023388,0.478822028,0.899110909,0.0453757,0.030626466,0.0504673,0.041312944
NM_021293,Cd33,-1.490599561,0.170522296,0.449676817,0.210108998,0.899364071,21.71505556,2.619236044,24.1449,3.371942362
NM_001003913,Mars,-0.641190213,0.5332913,0.76845106,0.397100012,0.899650026,1.725171889,0.775908534,1.917603333,0.372909721
NM_183016,Cdc42bpb,-0.803422487,0.438390494,0.703854522,0.360928592,0.899749632,1.260394778,0.34100868,1.400828333,0.325258925
NM_017393,Clpp,-0.527122138,0.606997946,0.812720189,0.427979586,0.89981634,0.348018667,0.175337812,0.386766333,0.109201395
NM_198647,Tbc1d22b,-0.554975423,0.588351429,0.801946565,0.419127014,0.899947352,0.854589556,0.409783083,0.9495995,0.252787821
NM_011027,P2rx7,-0.437523271,0.669079122,0.846670844,0.441536443,0.90008461,8.288796667,4.639724276,9.208908333,3.490602565
NM_146635,Olfr1489,-0.167167109,0.871187496,0.945044694,0.502051432,0.900109846,0.161244778,0.16251572,0.179139,0.226147803
NM_001081030,Sbf1,-0.194574665,0.852448999,0.93671421,0.495026374,0.900150725,0.504910444,0.223055702,0.560917667,0.681143939
NM_001122978,,-0.599087491,0.560455628,0.784366106,0.406289529,0.900287063,2.434911889,0.915046675,2.704595,0.810948919
NM_010238,Brd2,-0.413739362,0.692235298,0.85909278,0.450182474,0.900288374,10.28647889,3.024724651,11.42576,6.276562982
NM_177345,Mapkap1,-0.746960575,0.471289461,0.726619659,0.372896422,0.900309253,3.709883333,1.024439938,4.120676667,1.055954286
NM_147091,Olfr568,-0.251077188,0.805679355,0.915513995,0.481752821,0.900338043,0.208098733,0.215872364,0.231134,0.139414677
NM_146075,Lemd2,-0.313060037,0.761088386,0.892828228,0.472612886,0.900555545,0.159416778,0.094351667,0.177020483,0.11417874
NM_175381,2700081O15Rik,-0.62131754,0.553948303,0.781382568,0.401787659,0.900861341,0.561574889,0.122402783,0.6233755,0.222202267
NM_133227,Nup155,-0.895161342,0.387953369,0.666841652,0.34332344,0.900895851,1.971373333,0.511294628,2.188236667,0.421738075
NM_001008422,Scaf1,-0.204404198,0.845518044,0.934103861,0.492343257,0.900906825,0.787819444,0.249261751,0.874473833,1.018288618
NM_022887,Tsc1,-1.009915801,0.337673371,0.621547123,0.322526876,0.900917649,1.416362667,0.260799655,1.572133333,0.312086296
NM_053219,V1ra4,-0.141809804,0.891511232,0.955301962,0.505876929,0.901113498,0.372905711,0.312656075,0.413827683,0.659139311
NM_010385,H2-Ke2,-0.307462165,0.765776732,0.894863141,0.472375526,0.901214053,0.775194889,0.430443901,0.860167333,0.578577162
NM_019402,Pabpn1,-0.719090319,0.492722355,0.741868216,0.380439814,0.901321318,8.45851,1.838787436,9.384566667,2.774300168
NM_009206,Slc4a1ap,-0.590023775,0.56540713,0.786633647,0.411450401,0.901341596,2.516237778,1.144671995,2.791658333,0.658690607
NM_007922,Elk1,-0.371346992,0.719009642,0.872763199,0.457685072,0.901565052,0.574393556,0.272177686,0.637107167,0.348910441
NM_001128096,,-0.250001732,0.807978619,0.91633924,0.47959535,0.901620043,1.562676889,1.144451954,1.733187833,1.384876683
NM_153801,Srd5a2l2,-0.12905251,0.89971333,0.958258097,0.510510684,0.901640406,0.030313511,0.047939355,0.0336204,0.049066567
NM_011678,Usp4,-1.004438542,0.334020036,0.618842399,0.318024727,0.90167775,4.20353,1.144067186,4.661898333,0.613921457
NM_178896,Dcun1d4,-0.55024562,0.598156964,0.807950887,0.418666997,0.901995787,0.984452333,0.259867443,1.091415667,0.426273055
NM_001166650,,-0.339329995,0.744552015,0.885563724,0.464207914,0.902092022,0.906658111,0.340455719,1.005061667,0.653685418
NM_011625,Ppp1r13b,-0.470050887,0.649156629,0.837647463,0.435910197,0.902104693,0.381361,0.146585955,0.422745833,0.179401169
NM_011251,Rbm6,-0.826119494,0.425863003,0.694109485,0.354582413,0.902338088,4.40404,1.129098521,4.880698333,1.071241939
NM_013870,Smtn,-0.216639756,0.833765317,0.927761849,0.489579243,0.902404708,0.075538544,0.055971853,0.083708057,0.080273006
NM_022563,Ddr2,-0.361723353,0.725164215,0.875760116,0.463738995,0.902431991,0.116975611,0.061412927,0.129622633,0.069427703
NM_010760,Magoh,-0.333308815,0.744343292,0.885562199,0.469606234,0.902640749,4.201348889,2.995981684,4.654508333,2.259819031
NM_023525,Cad,-0.346183339,0.73938394,0.883133948,0.464338273,0.902642731,0.277182778,0.105119026,0.307079167,0.193343248
NM_026398,Pop5,-0.302377908,0.768692578,0.89698067,0.472234452,0.902651545,0.460459478,0.285848224,0.51011875,0.327649985
NM_207219,AI314976,-0.472821451,0.653225918,0.8398388,0.436820445,0.902671102,1.957777778,0.38960582,2.168871667,1.046299034
NM_029498,Zmym2,-0.904322518,0.392178043,0.669149568,0.334363945,0.902693457,4.975813333,0.857111424,5.512185,1.27317995
NM_001109661,Bach2,-0.823552774,0.425141608,0.693719512,0.358112077,0.90271299,1.688530667,0.536496336,1.870506667,0.317909659
NM_007489,Arntl,-0.365171558,0.723304341,0.874841029,0.459308428,0.902783533,0.547189889,0.264409593,0.606114167,0.331081627
NM_027884,,-0.50755726,0.620304976,0.821922552,0.425288713,0.902803059,3.949712222,2.024763014,4.374943333,1.215868296
NM_178654,Pkn2,-0.640961131,0.537235502,0.771180409,0.395645049,0.902866819,1.413296556,0.390418247,1.565343333,0.485812089
NM_026511,2810002N01Rik,-0.28677583,0.779091446,0.902764933,0.474605461,0.90289029,0.525217,0.414427317,0.581706333,0.343960202
NM_023045,Xpo7,-0.732919209,0.477151351,0.731497521,0.379431304,0.902914686,1.692059111,0.629666444,1.873996667,0.324668007
NM_053226,V1rb3,-0.121164769,0.905905368,0.960392316,0.510785449,0.902970373,0.033916244,0.054350026,0.03756075,0.058814671
NM_028761,Parn,-1.102306562,0.291757582,0.580487341,0.299396124,0.902979727,2.18629,0.444454269,2.421195,0.375212804
NM_017473,Rdh7,-0.088040505,0.931653128,0.970322822,0.521537822,0.903039104,0.01000797,0.020909236,0.011082543,0.024543286
NM_008636,Mtf1,-0.481977443,0.645626368,0.836138188,0.433866516,0.903178363,0.954649444,0.228623284,1.056988833,0.485452726
NM_019811,Acss2,-0.165884082,0.87101126,0.944985067,0.501767329,0.903210248,0.204344544,0.344375569,0.2262425,0.159665211
NM_177856,E130311K13Rik,-0.369129756,0.720830857,0.873776845,0.463906598,0.903258594,0.346182889,0.157952983,0.38326,0.209528064
NR_028359,,-0.874430683,0.405188959,0.679510742,0.341479234,0.903299881,1.304539667,0.252439849,1.444193333,0.332499854
NM_175123,1110051M20Rik,-0.448223618,0.661802255,0.843972518,0.439753457,0.903376706,0.452964222,0.277776548,0.501412333,0.13660057
NM_133690,Atp1b4,-0.331258075,0.747347727,0.887039904,0.46914933,0.903458717,0.5020627,0.284853874,0.555711833,0.321377358
NM_175392,5730472N09Rik,-0.219668002,0.832507661,0.926891834,0.485759627,0.903605001,0.1475307,0.084976377,0.163269017,0.161198137
NM_133692,Pold3,-0.683494096,0.512006693,0.754931345,0.384463411,0.903692659,2.224267778,0.546289127,2.46131,0.722984297
NM_198027,Alkbh6,-0.52563789,0.610276726,0.814730408,0.422411917,0.903738634,0.717469667,0.26382219,0.793890667,0.283589714
NM_145959,D15Ertd621e,-0.895862627,0.387616769,0.666746695,0.341057929,0.903797032,10.05823667,2.51854412,11.12886667,2.08341726
