Genbank Accession,Official Symbol,Z-Score,P-value,FDR,Q-value,Fold-change Mutant/Control,Endstage Mean,Endstage STD,Con D130 Mean,Con D130 STD
NM_028261,,-4.489765713,0.003155504,0.046291185,0.024622548,0.455613008,11.81458444,3.577330095,25.93118333,7.126247653
NM_001039512,Ivns1abp,-6.015207776,9.49E-05,0.00637197,0.011929413,0.455646203,57.32617778,21.46183313,125.8129167,21.69602634
NM_028170,1700030K09Rik,-2.569245945,0.030899128,0.179543002,0.062262565,0.455736191,0.132143056,0.096833908,0.28995515,0.128007339
NM_178618,2310040C09Rik,-1.646488148,0.134470983,0.397058733,0.178053523,0.455918459,0.011726717,0.013608823,0.025721083,0.017606385
NM_007440,Alox12,-1.72678801,0.12730707,0.386763051,0.161638544,0.455937116,0.0593083,0.050867929,0.13008,0.091396878
NM_001015507,Vprbp,-6.569420157,2.76E-05,0.003807892,0.021118749,0.456140159,1.027871556,0.382691427,2.253411667,0.333429602
NM_028751,Tjap1,-2.185331503,0.074677554,0.293123288,0.094411453,0.456238755,0.546037111,0.213120439,1.196823167,0.708392236
NM_175628,A2m,-1.250801883,0.249805857,0.541265596,0.253087781,0.456495734,0.035425189,0.043256835,0.077602453,0.074665034
NM_198107,Med16,-1.438717705,0.173953957,0.454268167,0.226943404,0.456784653,0.032131222,0.063978675,0.070342167,0.038774279
NM_176828,C030006K11Rik,-0.730094227,0.494088895,0.742641493,0.375898612,0.456805011,0.075383333,0.095575323,0.165023,0.290443076
NM_172392,Zfp759,-2.4983123,0.046019181,0.227304316,0.071205427,0.456897449,0.252405,0.112561586,0.5524325,0.279438533
NM_170680,Abcc10,-1.329643871,0.226541736,0.516913517,0.240140927,0.456985786,0.108225811,0.11251626,0.236825333,0.218369961
NR_027950,,-2.268545821,0.062858149,0.267014221,0.092393481,0.457245215,0.588343667,0.292777061,1.286713667,0.715179102
NR_015510,,-4.965018912,5.17E-04,0.016246736,0.021118749,0.457481824,4.693562222,2.036368216,10.25956,2.185380724
NM_053225,V1rb1,-0.850334075,0.422712543,0.692377823,0.347776547,0.457565895,0.035304778,0.061779644,0.0771578,0.109502854
NM_019410,Pfn2,-4.93233504,5.54E-04,0.016905714,0.02270078,0.45757474,0.708562111,0.307735918,1.548516667,0.332970148
NM_172290,Hnt,-2.594626018,0.026590815,0.163285206,0.067347781,0.457630306,0.202046144,0.164536139,0.441505167,0.181815819
NM_031181,Siglece,-2.509373545,0.048032856,0.232121567,0.06969466,0.457713003,2.112127333,0.759789193,4.614523333,2.362588877
NM_001004159,Clec4b2,-0.701356379,0.511178683,0.754627518,0.380137786,0.458305095,0.014550767,0.017364936,0.031749083,0.058367791
NR_033340,,-1.3955398,0.209925467,0.497280495,0.247058641,0.45860919,0.425114744,0.366071032,0.926965167,0.828600352
NM_175001,Mrpl22,-2.118526105,0.069541315,0.281799635,0.118903996,0.458720538,0.2942245,0.217109831,0.6414025,0.360152538
NM_007695,Chi3l1,-1.950373479,0.080209741,0.304671904,0.149412262,0.458733666,0.132320656,0.13980668,0.288447667,0.159427789
NM_009386,Tjp1,-3.466611261,0.012719874,0.105284421,0.035207064,0.458751834,2.045959778,0.676369704,4.45984,1.613755896
NM_021555,Brp16,-1.874904952,0.104976626,0.349660336,0.153664716,0.458819176,0.239378811,0.170154014,0.521728,0.341715505
NM_001104573,EG628185,-1.827661825,0.108504594,0.355561444,0.149779704,0.459167343,0.047381907,0.039549506,0.103190933,0.067467155
NM_172144,,-1.26073378,0.248889006,0.540401918,0.252387582,0.459191873,0.212941889,0.232230713,0.463731833,0.448854076
NM_001037932,OTTMUSG00000000997,-1.011083504,0.349282434,0.632678607,0.31606098,0.459514494,0.189388378,0.222023842,0.412148867,0.508309572
NM_010002,Cyp2c38,-0.618869497,0.560826035,0.78447309,0.402342017,0.459688421,0.026114041,0.031725697,0.056808133,0.118693649
NM_028021,Myh14,-2.446693851,0.037585609,0.202129645,0.072188464,0.459741877,0.067632689,0.051400115,0.147110133,0.067600253
NM_001110350,,-0.899185363,0.390182822,0.668094845,0.341450793,0.459828249,0.262327111,0.595531601,0.570489333,0.684304961
NM_001099217,Ly6c2,-1.289167652,0.247430865,0.538855681,0.248583763,0.459995596,0.111389244,0.075900875,0.24215285,0.240605041
NR_015601,,-2.225121007,0.063670159,0.268633042,0.092070693,0.460073532,0.418401989,0.244716998,0.909424167,0.502247791
NM_001161739,,-2.696362495,0.02328665,0.152168738,0.074342305,0.460290003,0.628075222,0.466550194,1.364520667,0.549975108
NM_023815,Trp53rk,-2.713066151,0.032818666,0.186331116,0.05643819,0.460348276,0.129696989,0.05847959,0.281736667,0.128696718
NM_013623,Orm3,-1.50752174,0.17256427,0.452839561,0.207162723,0.460474181,0.899053889,0.935239065,1.952452333,1.531826586
NM_144534,Tmem38a,-2.38563002,0.042989104,0.218435728,0.094367118,0.461115949,0.197329344,0.145229024,0.427938667,0.204951016
NM_001081242,Tln2,-3.8110901,0.009012032,0.086220085,0.029250247,0.461179955,0.711265778,0.191029827,1.542273833,0.510829184
NM_020566,Dnajc4,-1.724486815,0.143729287,0.410452006,0.162776921,0.461224736,0.682704778,0.1571735,1.480199833,1.125482443
NM_001077190,Abi1,-2.26717145,0.041730515,0.214710831,0.108225786,0.461589438,5.40506,6.045583853,11.70967,4.693816512
NM_175528,E330009J07Rik,-1.12989063,0.299641094,0.589039664,0.29433397,0.461889296,0.154061789,0.161166413,0.333547,0.366178977
NM_138742,Nap1l3,-0.902812013,0.401064196,0.676031311,0.346257205,0.462177883,0.07711894,0.091945418,0.166859867,0.231620494
NM_172960,Adck5,-1.436068596,0.205378455,0.492875587,0.236495793,0.462286527,0.116002544,0.060971358,0.250932133,0.22469951
NM_001004190,Zfp560,-3.743990143,0.006636755,0.071625022,0.029611936,0.462373596,0.259932333,0.104952796,0.5621695,0.178204047
NM_153141,,-1.476937236,0.183850962,0.46696826,0.221544966,0.462438176,0.280245473,0.262672394,0.606017167,0.495898606
NM_146393,Olfr1279,-0.797680205,0.440620588,0.705690253,0.376747387,0.462496715,0.019006333,0.057019,0.041095067,0.049329259
NM_033587,Pcdhga12,-0.794958817,0.455161079,0.717621185,0.362028143,0.462840298,0.046641111,0.070841723,0.1007715,0.156440013
NM_181754,Gpr141,-1.144940154,0.293218665,0.582292282,0.277870378,0.463099248,0.018952344,0.020075169,0.040925017,0.044058112
NM_134065,Epdr1,-0.839009611,0.431203494,0.698235803,0.349869973,0.463196681,0.081556614,0.121567585,0.1760734,0.257471307
NM_019747,Zfp113,-3.426737157,0.013455987,0.109446071,0.039066481,0.463342274,0.522364667,0.169854698,1.127384,0.409638292
NM_001011845,Olfr597,-0.664210791,0.531065708,0.767067568,0.389665468,0.463401206,0.166699354,0.266477962,0.359730083,0.677796401
NM_177352,Gk5,-1.580328656,0.161022998,0.435920003,0.193506181,0.463406813,0.075616878,0.060393712,0.163176017,0.126440172
NM_011306,Rxrb,-1.813916409,0.121952818,0.37863126,0.197042016,0.463478425,0.449125889,0.223034589,0.969033,0.678046994
NM_010336,Edg2,-1.135786526,0.286810942,0.575898712,0.295893828,0.463501074,0.118311956,0.186407874,0.255257133,0.25310435
NM_146749,Olfr875,-0.729215775,0.488607716,0.739373095,0.380205368,0.463627159,0.0174229,0.035700138,0.03757955,0.061111891
NM_008167,Grid2,-0.912245131,0.398837643,0.674613053,0.332942993,0.463741513,0.056229478,0.052910299,0.121251767,0.169163565
NM_021565,Midn,-1.385003582,0.222051743,0.511319419,0.240140927,0.463822718,2.241433333,0.86951887,4.832521667,4.527217341
NM_030211,Kctd18,-1.809793565,0.111807363,0.361312164,0.184712195,0.463976036,0.314255222,0.256620719,0.677309167,0.444468006
NM_001162537,,-2.173167963,0.059810144,0.260328543,0.126340907,0.464080718,0.151662344,0.122619615,0.32680165,0.170136479
NM_007756,Cplx1,-1.85640064,0.103629378,0.347774302,0.152987994,0.464112458,0.160072433,0.130333461,0.3449001,0.21943442
NM_010929,Notch4,-2.515425609,0.040860012,0.212622133,0.067347781,0.464133416,0.1231506,0.066414224,0.265334483,0.127395995
NM_181404,Ankrd15,-1.025023277,0.341428684,0.625028716,0.323256207,0.464218896,0.071716667,0.089516568,0.1544889,0.183800835
NM_001082484,Snx27,-1.603608779,0.159911954,0.43413615,0.193853752,0.464298111,1.216595,0.787774043,2.6202885,2.045368859
NM_013851,Abca8b,-1.388439878,0.218283403,0.507538072,0.242770369,0.464310944,0.062122367,0.03480209,0.13379475,0.123210339
NM_010719,Lipe,-1.83666072,0.111678979,0.361103087,0.143012666,0.464348962,0.278199667,0.191686671,0.599117667,0.398353627
NM_018744,Sema6a,-2.802379399,0.025057883,0.158172175,0.055239753,0.464391111,0.182983256,0.098650525,0.394028333,0.165954644
NM_153407,BC035295,-2.302017466,0.064087106,0.269145121,0.082392658,0.464418733,0.313143,0.110714428,0.674268667,0.373475684
NM_153396,Mical3,-3.001358345,0.024880045,0.157368302,0.045633366,0.464427878,0.399677111,0.126162773,0.8605795,0.361775002
NM_053216,1700102P08Rik,-2.54829024,0.026404866,0.162504999,0.067493053,0.464634959,0.108623267,0.097085056,0.23378195,0.090498013
NM_019804,B4galt4,-3.42020253,0.006315837,0.069221045,0.058227649,0.4648056,2.453787778,1.494340762,5.27917,1.6142515
NM_008184,Gstm6,-0.884117391,0.406446513,0.680324226,0.339488635,0.464876265,0.051351666,0.079443584,0.110463083,0.150377614
NM_147114,Olfr575,-0.936758329,0.38934498,0.667687226,0.329861197,0.464912094,0.288577678,0.190130475,0.6207145,0.854503407
NM_178071,Nme7,-3.516453102,0.008370218,0.082510977,0.059595636,0.464953681,0.485197222,0.219437621,1.043538833,0.345201647
NM_011633,Traf5,-6.034096674,5.74E-05,0.004945269,0.011929413,0.465299518,0.587137111,0.232621492,1.261847667,0.19733773
NM_028710,Arsg,-1.152008342,0.299556155,0.588946975,0.280163496,0.465372703,0.230777889,0.095409345,0.495899067,0.558312673
NM_172944,Itgae,-1.996267768,0.067715278,0.277721737,0.119551789,0.465440329,0.289291411,0.369387921,0.6215435,0.274302683
NM_183014,Zfp184,-2.865589858,0.016696089,0.125014672,0.075805003,0.465574868,0.131435867,0.09377931,0.282308767,0.103773822
NM_198423,Bahcc1,-2.306356197,0.042725089,0.217611508,0.083657255,0.465871126,0.04120304,0.037633923,0.088443,0.039660948
NM_001042673,Fancc,-0.98509375,0.366770745,0.648050131,0.318896754,0.466108501,0.125779433,0.08387346,0.269850117,0.351633081
NM_183180,Tspan18,-3.632484757,0.008661952,0.084267701,0.058496166,0.466313436,1.157615333,0.431169222,2.482483333,0.821109047
NM_011475,Sprr2i,-0.675706598,0.520875193,0.760310937,0.389015135,0.466379988,0.156869,0.324614128,0.336354483,0.594217655
NM_001099323,Zkscan16,-0.847239454,0.432339377,0.699086882,0.348966699,0.466433717,0.097925411,0.084025344,0.209944967,0.31651438
NM_010158,Khdrbs3,-2.236304156,0.055255647,0.249683753,0.096165616,0.46677393,0.394213689,0.294974377,0.8445495,0.430470465
NM_001037321,Fbxo40,-1.528463652,0.178145885,0.459739023,0.205569316,0.467016884,0.047311356,0.030185386,0.10130545,0.082945795
NM_172133,Centa2,-4.672754929,0.001285258,0.027178761,0.029250247,0.467205426,8.485914444,3.239224455,18.16313333,4.328844545
NM_139134,Chodl,-0.833030064,0.433453714,0.699893922,0.360820474,0.467226361,0.014786873,0.023098936,0.0316482,0.045852711
NM_026135,,-0.679956425,0.51370537,0.756063407,0.384311102,0.467332967,0.012969378,0.035061897,0.0277519,0.044903355
NM_028567,,-2.396552691,0.053775723,0.245859708,0.075231381,0.467464434,0.397766889,0.167491325,0.850903,0.442494513
NM_026043,Rnpc3,-4.457104859,0.002244508,0.037613613,0.024622548,0.467542222,1.183155333,0.424601381,2.530585,0.654338596
NM_178928,Afap1l1,-4.554849311,0.002647891,0.04143312,0.023515002,0.467550064,0.430538333,0.130381499,0.920839,0.241226158
NM_001166648,,-0.896090534,0.40571973,0.679759723,0.345580831,0.467562024,0.214986889,0.224929679,0.459804,0.643521153
NM_145526,P2rx3,-1.097817862,0.311218804,0.598370729,0.28966226,0.467878056,0.033136067,0.037082749,0.070822015,0.07844576
NM_130448,Pcdh18,-0.742002158,0.483023292,0.735794937,0.37821845,0.46822399,0.011301452,0.020016408,0.02413685,0.039093335
NM_001164643,,-0.940269829,0.384332599,0.663765908,0.32940134,0.468237805,0.042384722,0.042499272,0.09051965,0.120499023
NM_019813,Dbn1,-1.37243441,0.193172852,0.478784811,0.232904229,0.46834246,0.034791233,0.066764987,0.074285883,0.044687938
NM_178644,Oaf,-2.137010009,0.068554968,0.279620303,0.10993996,0.468469937,0.273358111,0.186096742,0.5835126,0.321397942
NM_175642,Bai3,-2.166055281,0.053717779,0.245859708,0.09556568,0.468558804,0.156524333,0.153999698,0.334054833,0.156506618
NM_009359,Tex9,-2.824151329,0.025768796,0.160897477,0.056237249,0.46857752,1.230944556,0.597371831,2.626981667,1.10824953
NM_053198,Sfxn4,-3.329464664,0.010925344,0.096855224,0.038233721,0.469432389,0.499573,0.235005941,1.0642065,0.368428712
NM_001024560,B930037P14Rik,-1.586938538,0.163923718,0.440930471,0.207286243,0.469476166,0.372914856,0.234882327,0.794321167,0.621538843
NM_011016,Orm2,-2.330226849,0.038768832,0.206075116,0.080634984,0.46984445,1.390014444,1.7898638,2.958456667,0.763232619
NM_007473,Aqp7,-0.965310935,0.372186918,0.652052297,0.328229595,0.47043286,0.016342211,0.016455023,0.034738668,0.044706022
NM_146073,Zdhhc14,-1.548169394,0.171408506,0.451197866,0.197881815,0.470700391,0.529843111,0.367612235,1.125648333,0.893611469
NM_019406,Fnbp1,-3.458897549,0.010162331,0.092782616,0.03645859,0.471013693,11.85466889,4.858462015,25.16841667,8.553268062
NM_001081206,Dgki,-1.591874342,0.152799697,0.423930294,0.194464113,0.471146332,0.247170967,0.231567404,0.524616133,0.382765747
NM_026418,Rgs10,-2.086719874,0.075223415,0.294044877,0.115372753,0.471242002,84.47424444,55.57486569,179.2587333,101.5888587
NM_001033185,1700084C01Rik,-0.931907756,0.380975888,0.659723027,0.347946661,0.471256282,0.037505033,0.058868935,0.079585217,0.099616322
NM_172403,2810021J22Rik,-3.239334121,0.012464932,0.104164052,0.047232157,0.471363707,0.445845333,0.213898094,0.945862667,0.335345895
NR_033473,,-1.08054774,0.307975159,0.596395732,0.29356946,0.47138878,0.045917989,0.077193592,0.097410017,0.098247883
NM_009127,Scd1,-2.14732002,0.067025036,0.275616143,0.111593913,0.471611251,0.078638056,0.053512013,0.166743383,0.090509239
NM_001142744,,-2.167367657,0.049761285,0.236586218,0.096533344,0.471780692,0.432139556,0.495236606,0.9159755,0.368105251
NM_001077364,Tsc22d3,-0.746027912,0.478442717,0.732612473,0.380137786,0.471859325,0.083108111,0.166161762,0.176129,0.273635558
NM_146179,Zfp418,-2.76854474,0.03206276,0.184050873,0.055960927,0.471881621,0.462209778,0.173705519,0.979503667,0.435149117
NM_010559,Il6ra,-3.305713581,0.015439716,0.119076598,0.05125696,0.471976335,4.60862,1.5359205,9.764515,3.608757884
NM_001113515,,-1.367058312,0.209735799,0.497270944,0.250237193,0.472164065,0.044620922,0.051075957,0.094503003,0.079052834
NM_138650,Dgkg,-1.643370096,0.140699242,0.405397982,0.195126363,0.472330659,0.025372611,0.023599192,0.0537179,0.037599673
NM_001081377,Pcdh9,-2.061945111,0.074335487,0.292259982,0.113730428,0.472420312,0.649825556,0.488459503,1.375524167,0.764293752
NM_178646,Tigd5,-1.76220208,0.111433567,0.360533973,0.15444236,0.47278642,0.031175119,0.032309477,0.065939117,0.040486191
NM_001177988,,-1.30033863,0.23683391,0.527746138,0.242894996,0.472881592,1.00251,0.960497421,2.120002167,1.953515749
NM_010326,Gp1ba,-1.636504707,0.146427334,0.414620276,0.18078886,0.473136293,0.669455444,0.54197371,1.4149315,1.024313769
NM_175316,Slco2b1,-6.264675817,3.80E-05,0.004206269,0.013994429,0.473181873,25.84523333,11.82371287,54.62008333,5.777912652
NM_020262,Zfp109,-1.422035823,0.208211389,0.4955941,0.222640949,0.473291683,0.126409811,0.070503783,0.267086483,0.235381738
NM_133210,Sertad3,-1.292024398,0.248004894,0.539299047,0.250460831,0.473324826,0.434232456,0.243137757,0.917409,0.89426193
NM_008824,Pfkfb1,-3.098086362,0.008661974,0.084267701,0.049815758,0.4733967,0.093749589,0.074555973,0.198036,0.055613612
NM_013780,Npas3,-0.971772344,0.354131288,0.636945889,0.332848162,0.47346661,0.1207963,0.244520938,0.255131613,0.273490766
NR_015526,,-1.105956622,0.308720812,0.596875556,0.286713094,0.473644491,0.016970011,0.017683467,0.035828583,0.039193331
NM_026624,BC061039,-2.648058996,0.022263341,0.148027901,0.067827664,0.47377133,0.942238,0.772481624,1.988803333,0.73442055
NM_001005232,Dbx1,-0.638057666,0.548959221,0.778110525,0.400478564,0.473775649,0.021376197,0.024776538,0.045118817,0.088874064
NM_001017426,Jmjd3,-1.393741988,0.214408091,0.503023718,0.233671312,0.474182952,25.90733333,16.79780492,54.63573333,48.59136921
NM_001165995,,-0.719072716,0.494380616,0.74264659,0.378591458,0.474609916,0.045666333,0.091305693,0.096218667,0.15523049
NM_011347,Selp,-0.667802567,0.530894754,0.766891717,0.390610738,0.474736978,0.0360279,0.041723473,0.075890233,0.142190352
NR_027665,,-1.355971215,0.221553006,0.51093572,0.251492135,0.474760612,0.100402256,0.08342342,0.21147975,0.188740602
NM_024186,Ssbp2,-0.902162565,0.397284758,0.673696191,0.339770585,0.474868112,0.202860333,0.297784143,0.427193,0.558459396
NM_181682,Dsg1b,-1.070745203,0.323750712,0.609599474,0.304039787,0.475041796,0.030398423,0.031423935,0.06399105,0.072438456
NM_021470,Rnf32,-0.782469564,0.466650674,0.723540854,0.37133203,0.475357778,0.044046256,0.037911051,0.092659167,0.148999409
NM_026683,,-1.643265201,0.142664024,0.409124752,0.178464672,0.475370364,0.156033667,0.134970452,0.328236,0.231828562
NM_178706,Siglech,-4.581542057,0.002008144,0.03519528,0.032717671,0.475510207,5.891707778,1.948092111,12.39028667,3.088940579
NR_015551,,-1.13704315,0.304743263,0.593381279,0.28614563,0.475737186,2.126527778,0.962792644,4.469963333,4.986794613
NM_001161329,,-1.313268322,0.225785387,0.516038313,0.251834037,0.475986828,0.309005889,0.370102378,0.64919,0.557926084
NM_138672,Stab1,-4.406092719,0.001352608,0.028164933,0.034277776,0.476228593,0.674482,0.296038734,1.416298833,0.334137429
NM_016680,Sfrs16,-3.78265214,0.004683774,0.057790144,0.039431665,0.476257965,2.595356667,1.173098286,5.449476667,1.580646255
NM_016678,Reck,-1.013852325,0.353669262,0.636852936,0.321161337,0.476295132,0.108026356,0.071219677,0.2268055,0.281019639
NM_026209,,-1.437750128,0.208318059,0.4955941,0.219928716,0.476451334,0.281828667,0.07981652,0.591516167,0.523573176
NM_010751,Mxd1,-2.825790272,0.029511613,0.173955558,0.058823389,0.47689783,0.462747,0.169673469,0.970327333,0.417607959
NM_001109752,Dlg4,-1.194646924,0.270499263,0.562865141,0.272492281,0.476905021,0.438455667,0.502701638,0.919377333,0.896589818
NM_146238,Gemin8,-1.362079005,0.211496293,0.499248779,0.234707107,0.476922377,0.084064333,0.09398582,0.176264183,0.146980127
NM_001177606,,-1.347001884,0.224934907,0.514698359,0.254242936,0.47721029,0.243825667,0.195475383,0.510939667,0.458769898
NR_003630,,-0.859563379,0.412646585,0.684691506,0.360820474,0.47764804,0.172996,0.35167538,0.362183,0.456294607
NM_080450,Gje1,-2.265792745,0.052379838,0.242996626,0.09585781,0.477724115,1.844251556,1.319918069,3.860495,1.894643292
NM_023543,Chn2,-1.10655846,0.308552667,0.596624481,0.287512966,0.478253098,0.278574778,0.28370032,0.582484,0.631599132
NM_001024720,Hmcn1,-1.953084842,0.091800628,0.326931863,0.16331425,0.478463323,0.03524498,0.023924499,0.073662867,0.044044877
NM_027817,Grap,-6.719857583,1.44E-05,0.003122965,0.016363722,0.478505363,2.738092222,1.064405591,5.722176667,0.654125877
